2.999999999999999645e+01,0.000000000000000000e+00
2.984191771072604027e+01,-9.415809381616172757e+00
2.936935858412675415e+01,-1.874234678433098011e+01
2.858660687728091077e+01,-2.788823718928422224e+01
2.750100625782391717e+01,-3.676272743429263556e+01
2.612311048405271308e+01,-4.527640736961109269e+01
2.446668340492580995e+01,-5.334120985793266101e+01
2.254864727841809824e+01,-6.087172790452364524e+01
2.038848663909336523e+01,-6.779236486059929234e+01
1.800853083349335293e+01,-7.401345229024326500e+01
1.543334229898795051e+01,-7.945210390996867034e+01
1.268954373497100896e+01,-8.403776447906753333e+01
9.805818102860330399e+00,-8.771220979961067599e+01
6.812908626097653020e+00,-9.042954671644787368e+01
3.743618790148703468e+00,-9.215621311720769882e+01
6.328123425031308980e-01,-9.287097793229762033e+01
-2.482807422184311719e+00,-9.256513781271159758e+01
-5.571385513530344724e+00,-9.124723517271270623e+01
-8.599194447368688543e+00,-8.893342183976822923e+01
-1.153184012114282275e+01,-8.564919007519682737e+01
-1.433714258601931135e+01,-8.143225767641624202e+01
-1.698513604688773171e+01,-7.633256797694332363e+01
-1.944806886236072785e+01,-7.041228984639403166e+01
-2.170040354477398381e+01,-6.374581769048351276e+01
-2.371881676018621832e+01,-5.641977145102593028e+01
-2.548219932837924517e+01,-4.853299660593457077e+01
-2.697282359181798839e+01,-4.018773261016603016e+01
-2.817886861897216022e+01,-3.145165377977919974e+01
-2.908692453661450728e+01,-2.240853099331624421e+01
-2.968662239065190889e+01,-1.314646458700004494e+01
-2.997123109246707884e+01,-3.754623634192985282e+00
-2.993765741891855470e+01,5.676754054603023292e+00
-2.958644601234071914e+01,1.505636193174685822e+01
-2.892177938054381414e+01,2.429182471245772490e+01
-2.795147789681390194e+01,3.328969837481539429e+01
-2.668690711541691485e+01,4.195631814949853577e+01
-2.514002647735692264e+01,5.021452167286857815e+01
-2.332506891586367814e+01,5.797316644681828279e+01
-2.125971192876680149e+01,6.513946474770756367e+01
-1.896442761623206152e+01,7.162890618221726413e+01
-1.646248268076143262e+01,7.736525768734887265e+01
-1.377993842719306983e+01,8.228056353042472892e+01
-1.094565076270125559e+01,8.631514530908806648e+01
-7.991270196796501857e+00,8.941760195130287059e+01
-4.951003863520035075e+00,9.154535251164213605e+01
-1.855948193146153224e+00,9.267633925050331811e+01
1.259743757157564925e+00,9.279221345353641937e+01
4.360751224708005580e+00,9.188414877302092520e+01
7.412960914042693972e+00,8.995861618966227979e+01
1.038346699691987141e+01,8.703738401259157342e+01
1.324057111231836537e+01,8.315751787936572725e+01
1.595378236643765746e+01,7.837138075596746489e+01
1.849381733269787276e+01,7.274663293680532661e+01
2.083260005173982421e+01,6.636623204471348458e+01
2.294421740283097222e+01,5.932391730490755322e+01
2.481078820270872498e+01,5.168629734096401762e+01
2.641271215638068171e+01,4.353083926657687641e+01
2.773261513528822064e+01,3.494208068052859062e+01
2.875666615057758690e+01,2.600678694197244312e+01
2.947457735309994575e+01,1.681395117043231480e+01
2.987960403341135418e+01,7.454794245802508712e+00
2.996854462177277156e+01,-1.977235191651510071e+00
2.974174068815003835e+01,-1.138646074129434815e+01
2.920304078290991612e+01,-2.067757149061466038e+01
2.835813150676012739e+01,-2.977467479323433253e+01
2.721374680482034591e+01,-3.858424008683331863e+01
