2.577977509798075673e+01,-4.701113327831838973e+01
2.406943062043157511e+01,-5.496487050849254530e+01
2.209925341966308210e+01,-6.235961815205487113e+01
1.988910935646549305e+01,-6.911419281760097988e+01
1.746219010492912460e+01,-7.515206134762237866e+01
1.484501315244431296e+01,-8.040134081850685277e+01
1.206742179970140683e+01,-8.479479854053839460e+01
9.160289727464702381e+00,-8.827638859930979720e+01
6.152102709544757353e+00,-9.080721724317052690e+01
3.076766505102772165e+00,-9.234415531414060752e+01
-3.174576337525878561e-02,-9.285936529787393567e+01
-3.139742939802484756e+00,-9.234141175274361046e+01
-6.213815834491356327e+00,-9.079526130984194765e+01
-9.220837224153589418e+00,-8.824228267298056494e+01
-1.212796185190017262e+01,-8.472024661869028250e+01
-1.490262642724135667e+01,-8.028332599622119403e+01
-1.751254962608661714e+01,-7.500209572754269516e+01
-1.993117600539284595e+01,-6.894523502955604499e+01
-2.213553383349291437e+01,-6.217513995314693886e+01
-2.410139954816160213e+01,-5.476836143104651455e+01
-2.580792904509631924e+01,-4.680534379408323531e+01
-2.723765770110540174e+01,-3.837042470612786360e+01
-2.837650037410811166e+01,-2.955183516409345756e+01
-2.921375140313462992e+01,-2.044169949793548469e+01
-2.974208460832609902e+01,-1.113603537065136173e+01
-2.995758376004747348e+01,-1.734326581394003863e+00
-2.986012908990571546e+01,7.682099200572715780e+00
-2.944950916907255589e+01,1.702773431978542362e+01
-2.872777767487226086e+01,2.620878877427253428e+01
-2.770056956929654035e+01,3.513346558374955464e+01
-2.637710109900451627e+01,4.371196078961903453e+01
-2.477016979532267982e+01,5.185646345497098508e+01
-2.289615447424498029e+01,5.948115566458221082e+01
-2.077501523643276826e+01,6.650221252491672885e+01
-1.843029346721479911e+01,7.283780216412571917e+01
-1.588886240262988636e+01,7.840905773627105191e+01
-1.317528747834971625e+01,8.315795803682786413e+01
-1.031796481074347938e+01,8.701856055839360238e+01
-7.348092252555789017e+00,8.993116862143668300e+01
-4.297580550458237170e+00,9.185206768169287272e+01
-1.199053345049656993e+00,9.275352533016496182e+01
1.914152829144023515e+00,9.262379129312299142e+01
5.007988543669783077e+00,9.146709743210416832e+01
8.047691476147464940e+00,8.930365774391293598e+01
1.099778641026979642e+01,8.616966836062084667e+01
1.382481328222175243e+01,8.211317914754515357e+01
1.650211683965548914e+01,7.718156381232428487e+01
1.899986730422717685e+01,7.143430324457320069e+01
2.129088334594527865e+01,6.493814677098337995e+01
2.335106767668106542e+01,5.776658671120915756e+01
2.515940705016863177e+01,4.999985837786782383e+01
2.669797226200488538e+01,4.172494007653945403e+01
2.795191814964953636e+01,3.303555310576720672e+01
2.890948359242517895e+01,2.403216175705674473e+01
2.956287041995427600e+01,1.481131368526567549e+01
2.990692037195132968e+01,5.447473701616901920e+00
2.993617467866541659e+01,-3.969564473027026086e+00
2.964869648276636838e+01,-1.334925451942962127e+01
2.904621494181924746e+01,-2.260131190051919248e+01
2.813412522828424400e+01,-3.163571386139060237e+01
2.692148852951685711e+01,-4.036269942930332633e+01
2.542103204776766390e+01,-4.869276941368331535e+01
2.364914900018257526e+01,-5.653668640612119134e+01
2.162589861880260500e+01,-6.380547478037385645e+01
1.937187181439952965e+01,-7.042403974603824679e+01
1.690847951646519576e+01,-7.631679424663319367e+01
1.426169966257712041e+01,-8.140076295529050299e+01
1.145922609128368386e+01,-8.560662716143143314e+01
8.530464166241348067e+00,-8.887874946015983824e+01
5.506530776215255329e+00,-9.117517375226117338e+01
2.420254335078675823e+00,-9.246762524420327622e+01
-6.938252181867275992e-01,-9.274151044813589806e+01
-3.799456419490692571e+00,-9.199591718189087430e+01
-6.860943792356251514e+00,-9.024407671553157684e+01
-9.848297532547757527e+00,-8.751123697447050631e+01
-1.272753661785805512e+01,-8.382991879714505501e+01
-1.546662669230136622e+01,-7.924306156767906373e+01
-1.803606856864040608e+01,-7.380424296699355580e+01
-2.040889822838612488e+01,-6.757767897280693603e+01
-2.256068682179754603e+01,-6.063822385963550232e+01
-2.446954066788221027e+01,-5.307137019879235851e+01
-2.611610125439569430e+01,-4.497324885838878572e+01
-2.748356527926414472e+01,-3.644998120717356471e+01
-2.855879825133162342e+01,-2.758182789606253493e+01
